NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank
Química (Licenciatura) (99808),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.208333333333333,24,6
Química (Licenciatura) (99808),UFCG,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",5.208333333333333,24,2
História (Licenciatura) (13405),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.205479452054794,73,13
Letras-Português (Licenciatura) (1160083),UFCG,PB,60,Infraestrutura,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.204545454545454,44,11
Pedagogia (Licenciatura) (13410),UFCG,PB,55,"Professores, carga e avaliação",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.204545454545454,88,3
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,55,"Professores, carga e avaliação",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.2,65,4
Engenharia (118562),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.2,30,19
História (Licenciatura) (13449),UFCG,PB,57,"Professores, carga e avaliação",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.2,75,17
Química (Licenciatura) (99808),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.2,25,20
Química (Licenciatura) (99808),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.199999999999999,25,6
Química (Licenciatura) (99808),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.199999999999999,25,18
Química (Licenciatura) (99808),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.199999999999999,20,17
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.196969696969697,66,26
Engenharia de Produção (79570),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.196078431372549,51,19
Geografia (Licenciatura) (120777),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.193548387096775,62,20
Letras-Português (Licenciatura) (1160083),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,5.1923076923076925,26,1
Engenharia (13444),UFCG,PB,56,"Professores, carga e avaliação",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.190476190476191,21,3
Engenharia de Alimentos (112294),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.190476190476191,42,16
Engenharia Florestal (13456),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.190476190476191,21,5
Engenharia Florestal (13456),UFCG,PB,55,"Professores, carga e avaliação",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.190476190476191,21,5
Engenharia (13444),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.19047619047619,21,15
Engenharia (13444),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.19047619047619,21,14
Engenharia (13444),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.19047619047619,21,2
Engenharia Ambiental (112282),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.1875,48,20
Letras-Português (Licenciatura) (1160083),UFCG,PB,58,"Professores, carga e avaliação","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.186046511627907,43,13
Arquitetura e Urbanismo (1129147),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.184210526315789,38,14
Engenharia de Alimentos (112294),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.181818181818182,44,15
Pedagogia (Licenciatura) (13452),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.178571428571429,28,3
Geografia (Licenciatura) (120777),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.17741935483871,62,7
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.1764705882352935,34,18
Letras-Português (Licenciatura) (1158116),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.172413793103448,29,9
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,38,Ensino,Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,5.170212765957447,47,2
Geografia (Licenciatura) (13407),UFCG,PB,60,Infraestrutura,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.166666666666666,42,12
Letras-Português (Licenciatura) (1158116),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.166666666666666,30,6
Geografia (Licenciatura) (13407),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.162790697674419,43,7
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.161290322580645,31,10
Engenharia (13445),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.161290322580645,31,16
Letras-Português (Licenciatura) (1158116),UFCG,PB,30,Ensino,O curso propiciou experiências de aprendizagem inovadoras.,5.161290322580645,31,7
Letras-Português (Licenciatura) (1158116),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.161290322580645,31,8
Letras-Português (Licenciatura) (1158116),UFCG,PB,56,"Professores, carga e avaliação",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.161290322580645,31,4
Letras-Português (Licenciatura) (1158116),UFCG,PB,60,Infraestrutura,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.161290322580645,31,13
Química (Licenciatura) (99808),UFCG,PB,37,Ensino,As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.16,25,2
Engenharia de Alimentos (112294),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.159090909090909,44,19
Engenharia Química (13441),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.159090909090909,44,19
História (Licenciatura) (13405),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.157142857142857,70,16
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.15625,32,17
Engenharia (13445),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.15625,32,9
Química (Licenciatura) (1152881),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",5.15625,32,3
Engenharia (1106561),UFCG,PB,58,"Professores, carga e avaliação","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.153846153846154,26,14
Química (Licenciatura) (1152881),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.151515151515151,33,6
Geografia (Licenciatura) (13407),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.1499999999999995,40,9
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,55,"Professores, carga e avaliação",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.148148148148148,54,6
Engenharia (1106561),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.148148148148148,27,21
Engenharia Ambiental (112282),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.145833333333333,48,18
Arquitetura e Urbanismo (1129147),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.142857142857143,49,11
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.142857142857143,35,7
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.142857142857143,35,7
Arquitetura e Urbanismo (1129147),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.142857142857142,49,19
Arquitetura e Urbanismo (1129147),UFCG,PB,57,"Professores, carga e avaliação",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.142857142857142,49,18
Arquitetura e Urbanismo (1129147),UFCG,PB,60,Infraestrutura,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.142857142857142,49,14
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.142857142857142,35,20
Engenharia Florestal (13456),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",5.142857142857142,21,4
Pedagogia (Licenciatura) (13452),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.142857142857142,28,3
Pedagogia (Licenciatura) (13452),UFCG,PB,37,Ensino,As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.137931034482759,29,3
Engenharia Mecânica (13442),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.136363636363637,44,20
Engenharia Química (13441),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.134328358208955,67,22
Letras-Português (Licenciatura) (1158116),UFCG,PB,55,"Professores, carga e avaliação",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.129032258064517,31,7
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,30,Ensino,O curso propiciou experiências de aprendizagem inovadoras.,5.125,32,8
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.125,32,8
Engenharia (118562),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.125,32,27
Engenharia (13445),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.125,32,23
Química (Licenciatura) (1152881),UFCG,PB,55,"Professores, carga e avaliação",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.121212121212121,33,8
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.114285714285714,35,10
Pedagogia (Licenciatura) (13410),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.113636363636363,88,10
Geografia (Licenciatura) (120777),UFCG,PB,60,Infraestrutura,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.112903225806452,62,15
Engenharia Ambiental (112282),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.1063829787234045,47,4
Engenharia Ambiental (112282),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.104166666666667,48,21
Letras-Português (Licenciatura) (1160083),UFCG,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.102564102564103,39,3
Arquitetura e Urbanismo (1129147),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.1020408163265305,49,17
Engenharia (13445),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.096774193548387,31,20
Engenharia (13444),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.095238095238095,21,8
Engenharia (13444),UFCG,PB,58,"Professores, carga e avaliação","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.095238095238095,21,15
Engenharia Florestal (13456),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.095238095238095,21,12
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.09375,32,11
Engenharia (118562),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.09375,32,10
Engenharia (13445),UFCG,PB,58,"Professores, carga e avaliação","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.09375,32,16
Geografia (Licenciatura) (13407),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.093023255813954,43,17
Pedagogia (Licenciatura) (13410),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.091954022988506,87,7
Química (Licenciatura) (1152881),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.090909090909091,33,12
Química (Licenciatura) (1152881),UFCG,PB,56,"Professores, carga e avaliação",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.090909090909091,33,5
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.08955223880597,67,8
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,5.08955223880597,67,1
Engenharia Ambiental (112282),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.083333333333333,48,18
Química (Licenciatura) (99808),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.08,25,5
Química (Licenciatura) (99808),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.08,25,2
Engenharia (1106561),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.074074074074074,27,3
Letras-Português (Licenciatura) (1160083),UFCG,PB,62,Infraestrutura,Os equipamentos e materiais disponíveis para as aulas práticas foram adequados para a quantidade de estudantes.,5.0740740740740735,27,1
Engenharia Química (13441),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.073529411764706,68,13
Geografia (Licenciatura) (13407),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.069767441860465,43,18
Geografia (Licenciatura) (13407),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.069767441860465,43,22
Geografia (Licenciatura) (13407),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.069767441860465,43,8
Pedagogia (Licenciatura) (13410),UFCG,PB,37,Ensino,As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.069767441860465,86,4
Engenharia Civil (13439),UFCG,PB,60,Infraestrutura,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.068181818181818,88,16
Geografia (Licenciatura) (120777),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.066666666666667,60,21
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.066666666666666,30,6
Engenharia de Produção (79570),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.066666666666666,30,15
Letras-Português (Licenciatura) (1158116),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.066666666666666,30,9
Letras-Português (Licenciatura) (1158116),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.064516129032258,31,11
Química (Licenciatura) (1152881),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.064516129032258,31,7
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.0625,32,9
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.0625,32,4
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,56,"Professores, carga e avaliação",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.0625,32,6
Engenharia (13445),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.0625,32,21
Pedagogia (Licenciatura) (13410),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.060975609756098,82,8
Engenharia Química (13441),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.059701492537314,67,22
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,30,Ensino,O curso propiciou experiências de aprendizagem inovadoras.,5.057142857142858,35,9
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.056603773584905,53,5
História (Licenciatura) (13405),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.054794520547945,73,14
História (Licenciatura) (13449),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.054054054054054,74,22
Engenharia Florestal (13456),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.05,20,8
Geografia (Licenciatura) (120777),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.049180327868853,61,11
Geografia (Licenciatura) (120777),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.048387096774194,62,6
Geografia (Licenciatura) (120777),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.048387096774193,62,12
Geografia (Licenciatura) (120777),UFCG,PB,58,"Professores, carga e avaliação","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.048387096774193,62,17
Engenharia (13444),UFCG,PB,60,Infraestrutura,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.0476190476190474,21,17
Engenharia Florestal (13456),UFCG,PB,38,Ensino,Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,5.0476190476190474,21,3
Engenharia Florestal (13456),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.0476190476190474,21,9
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.045454545454546,66,9
Letras-Português (Licenciatura) (1160083),UFCG,PB,38,Ensino,Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,5.045454545454545,44,4
Engenharia Química (13441),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.044776119402985,67,23
Engenharia Ambiental (112282),UFCG,PB,60,Infraestrutura,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.042553191489361,47,18
Química (Licenciatura) (99808),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.041666666666667,24,16
Química (Licenciatura) (99808),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.04,25,10
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.032258064516129,31,9
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,5.032258064516129,31,2
Geografia (Licenciatura) (120777),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.032258064516129,62,15
Letras-Português (Licenciatura) (1158116),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.032258064516129,31,11
Engenharia (13445),UFCG,PB,56,"Professores, carga e avaliação",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.03125,32,7
Química (Licenciatura) (1152881),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.03125,32,12
Química (Licenciatura) (1152881),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.03030303030303,33,9
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",5.029850746268656,67,1
Engenharia Química (13441),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.029411764705882,68,13
História (Licenciatura) (13449),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.026666666666666,75,19
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,62,Infraestrutura,Os equipamentos e materiais disponíveis para as aulas práticas foram adequados para a quantidade de estudantes.,5.024390243902439,41,2
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.0227272727272725,44,10
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,55,"Professores, carga e avaliação",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.021739130434782,46,9
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.019230769230769,52,13
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,5.018518518518518,54,3
História (Licenciatura) (13449),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.016949152542373,59,21
História (Licenciatura) (13405),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.013888888888888,72,12
História (Licenciatura) (13405),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.013698630136986,73,10
Arquitetura e Urbanismo (1129147),UFCG,PB,39,Ensino,As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5,49,16
Arquitetura e Urbanismo (1129147),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5,49,10
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5,34,17
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5,35,13
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,37,Ensino,As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5,54,5
Engenharia (1106561),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5,27,19
Engenharia (1106561),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5,26,14
Engenharia (13444),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5,20,21
Engenharia (13444),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5,21,23
