enunciado,pergunta,NOME_CURSO,resposta,n,perc,categoria,tipo
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Arquitetura e Urbanismo (1129147),1,1,0.02040816326530612,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Arquitetura e Urbanismo (1129147),2,5,0.10204081632653061,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Arquitetura e Urbanismo (1129147),3,8,0.16326530612244897,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Arquitetura e Urbanismo (1129147),4,15,0.30612244897959184,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Arquitetura e Urbanismo (1129147),5,18,0.3673469387755102,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Arquitetura e Urbanismo (1129147),6,2,0.04081632653061224,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciência Da Computação (Bacharelado) (13446),1,1,0.015625,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciência Da Computação (Bacharelado) (13446),2,3,0.046875,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciência Da Computação (Bacharelado) (13446),3,7,0.109375,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciência Da Computação (Bacharelado) (13446),4,13,0.203125,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciência Da Computação (Bacharelado) (13446),5,18,0.28125,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciência Da Computação (Bacharelado) (13446),6,22,0.34375,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (1152882),1,1,0.03125,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (1152882),3,2,0.0625,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (1152882),4,10,0.3125,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (1152882),5,12,0.375,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (1152882),6,7,0.21875,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (99802),1,2,0.05714285714285714,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (99802),3,6,0.17142857142857143,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (99802),4,7,0.2,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (99802),5,12,0.34285714285714286,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (99802),6,8,0.22857142857142856,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (99804),1,1,0.018518518518518517,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (99804),4,4,0.07407407407407407,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (99804),5,13,0.24074074074074073,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Biológicas (Licenciatura) (99804),6,36,0.6666666666666666,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Bacharelado) (313436),2,2,0.2857142857142857,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Bacharelado) (313436),3,1,0.14285714285714285,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Bacharelado) (313436),4,2,0.2857142857142857,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Bacharelado) (313436),5,2,0.2857142857142857,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Licenciatura) (1106595),3,5,0.10869565217391304,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Licenciatura) (1106595),4,9,0.1956521739130435,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Licenciatura) (1106595),5,19,0.41304347826086957,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Licenciatura) (1106595),6,13,0.2826086956521739,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Licenciatura) (13436),3,3,0.17647058823529413,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Licenciatura) (13436),4,5,0.29411764705882354,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Licenciatura) (13436),5,5,0.29411764705882354,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Ciências Sociais (Licenciatura) (13436),6,4,0.23529411764705882,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (1106561),4,6,0.2222222222222222,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (1106561),5,13,0.48148148148148145,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (1106561),6,8,0.2962962962962963,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (1106562),4,2,0.1111111111111111,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (1106562),5,5,0.2777777777777778,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (1106562),6,11,0.6111111111111112,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (118562),1,3,0.1,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (118562),2,4,0.13333333333333333,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (118562),3,6,0.2,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (118562),4,8,0.26666666666666666,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (118562),5,4,0.13333333333333333,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (118562),6,5,0.16666666666666666,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (13444),2,3,0.15,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (13444),3,1,0.05,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (13444),4,4,0.2,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (13444),5,6,0.3,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (13444),6,6,0.3,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (13445),3,3,0.09375,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (13445),4,6,0.1875,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (13445),5,11,0.34375,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia (13445),6,12,0.375,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Ambiental (112282),1,1,0.020833333333333332,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Ambiental (112282),2,3,0.0625,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Ambiental (112282),3,2,0.041666666666666664,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Ambiental (112282),4,8,0.16666666666666666,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Ambiental (112282),5,25,0.5208333333333334,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Ambiental (112282),6,9,0.1875,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Civil (13439),1,5,0.056818181818181816,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Civil (13439),2,6,0.06818181818181818,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Civil (13439),3,11,0.125,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Civil (13439),4,23,0.26136363636363635,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Civil (13439),5,27,0.3068181818181818,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Civil (13439),6,16,0.18181818181818182,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (112294),1,3,0.06666666666666667,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (112294),2,2,0.044444444444444446,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (112294),3,6,0.13333333333333333,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (112294),4,10,0.2222222222222222,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (112294),5,17,0.37777777777777777,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (112294),6,7,0.15555555555555556,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (118550),2,2,0.11764705882352941,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (118550),3,2,0.11764705882352941,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (118550),4,5,0.29411764705882354,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (118550),5,6,0.35294117647058826,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Alimentos (118550),6,2,0.11764705882352941,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (1106578),1,1,0.038461538461538464,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (1106578),3,2,0.07692307692307693,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (1106578),4,7,0.2692307692307692,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (1106578),5,11,0.4230769230769231,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (1106578),6,5,0.19230769230769232,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (79570),1,4,0.07692307692307693,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (79570),2,3,0.057692307692307696,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (79570),3,10,0.19230769230769232,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (79570),4,12,0.23076923076923078,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (79570),5,21,0.40384615384615385,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia de Produção (79570),6,2,0.038461538461538464,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Elétrica (13438),1,2,0.01282051282051282,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Elétrica (13438),2,19,0.12179487179487179,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Elétrica (13438),3,18,0.11538461538461539,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Elétrica (13438),4,37,0.23717948717948717,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Elétrica (13438),5,51,0.3269230769230769,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Elétrica (13438),6,29,0.1858974358974359,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Florestal (13456),1,3,0.14285714285714285,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Florestal (13456),2,3,0.14285714285714285,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Florestal (13456),3,2,0.09523809523809523,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Florestal (13456),4,5,0.23809523809523808,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Florestal (13456),5,4,0.19047619047619047,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Florestal (13456),6,4,0.19047619047619047,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Mecânica (13442),1,3,0.05555555555555555,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Mecânica (13442),2,5,0.09259259259259259,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Mecânica (13442),3,9,0.16666666666666666,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Mecânica (13442),4,7,0.12962962962962962,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Mecânica (13442),5,19,0.35185185185185186,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Mecânica (13442),6,11,0.2037037037037037,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Química (13441),1,2,0.029850746268656716,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Química (13441),2,6,0.08955223880597014,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Química (13441),3,8,0.11940298507462686,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Química (13441),4,11,0.16417910447761194,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Química (13441),5,25,0.373134328358209,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Engenharia Química (13441),6,15,0.22388059701492538,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Filosofia (Bacharelado) (121366),2,1,0.5,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Filosofia (Bacharelado) (121366),4,1,0.5,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Filosofia (Licenciatura) (121367),3,1,0.25,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Filosofia (Licenciatura) (121367),5,3,0.75,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Bacharelado) (318388),1,1,0.2,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Bacharelado) (318388),2,1,0.2,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Bacharelado) (318388),3,1,0.2,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Bacharelado) (318388),5,1,0.2,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Bacharelado) (318388),6,1,0.2,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Licenciatura) (1152879),5,1,1,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Licenciatura) (1204358),3,2,0.6666666666666666,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Licenciatura) (1204358),5,1,0.3333333333333333,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Licenciatura) (99810),3,1,0.06666666666666667,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Licenciatura) (99810),4,1,0.06666666666666667,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Licenciatura) (99810),5,2,0.13333333333333333,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Física (Licenciatura) (99810),6,11,0.7333333333333333,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (120777),2,2,0.03225806451612903,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (120777),3,7,0.11290322580645161,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (120777),4,9,0.14516129032258066,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (120777),5,27,0.43548387096774194,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (120777),6,17,0.27419354838709675,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (13407),1,3,0.06976744186046512,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (13407),2,1,0.023255813953488372,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (13407),3,4,0.09302325581395349,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (13407),4,7,0.16279069767441862,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (13407),5,20,0.46511627906976744,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Geografia (Licenciatura) (13407),6,8,0.18604651162790697,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13405),1,3,0.04225352112676056,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13405),2,7,0.09859154929577464,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13405),3,12,0.16901408450704225,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13405),4,15,0.2112676056338028,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13405),5,28,0.39436619718309857,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13405),6,6,0.08450704225352113,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13449),1,5,0.06666666666666667,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13449),2,6,0.08,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13449),3,13,0.17333333333333334,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13449),4,16,0.21333333333333335,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13449),5,21,0.28,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,História (Licenciatura) (13449),6,14,0.18666666666666668,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1158907),1,1,0.07692307692307693,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1158907),2,1,0.07692307692307693,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1158907),3,1,0.07692307692307693,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1158907),4,3,0.23076923076923078,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1158907),5,5,0.38461538461538464,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1158907),6,2,0.15384615384615385,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1162185),1,1,0.07142857142857142,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1162185),2,1,0.07142857142857142,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1162185),3,1,0.07142857142857142,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1162185),4,1,0.07142857142857142,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1162185),5,6,0.42857142857142855,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras - Inglês (1162185),6,4,0.2857142857142857,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras-Português (Licenciatura) (1158116),2,3,0.0967741935483871,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras-Português (Licenciatura) (1158116),3,2,0.06451612903225806,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras-Português (Licenciatura) (1158116),4,5,0.16129032258064516,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras-Português (Licenciatura) (1158116),5,15,0.4838709677419355,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras-Português (Licenciatura) (1158116),6,6,0.1935483870967742,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras-Português (Licenciatura) (1160083),2,3,0.06818181818181818,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras-Português (Licenciatura) (1160083),3,3,0.06818181818181818,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras-Português (Licenciatura) (1160083),4,8,0.18181818181818182,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras-Português (Licenciatura) (1160083),5,18,0.4090909090909091,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Letras-Português (Licenciatura) (1160083),6,12,0.2727272727272727,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Bacharelado) (313448),5,1,0.25,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Bacharelado) (313448),6,3,0.75,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (1152880),2,1,0.05555555555555555,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (1152880),3,1,0.05555555555555555,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (1152880),4,1,0.05555555555555555,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (1152880),5,5,0.2777777777777778,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (1152880),6,10,0.5555555555555556,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (13448),2,1,0.05555555555555555,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (13448),3,1,0.05555555555555555,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (13448),4,1,0.05555555555555555,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (13448),5,7,0.3888888888888889,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (13448),6,8,0.4444444444444444,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (99806),1,1,0.09090909090909091,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (99806),4,1,0.09090909090909091,Infraestrutura,nota
A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,64,Matemática (Licenciatura) (99806),5,6,0.5454545454545454,Infraestrutura,nota
