enunciado,pergunta,NOME_CURSO,resposta,n,perc,categoria,tipo
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia de Produção (79570),4,8,0.18181818181818182,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia de Produção (79570),5,7,0.1590909090909091,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia de Produção (79570),6,2,0.045454545454545456,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Elétrica (13438),1,33,0.21428571428571427,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Elétrica (13438),2,23,0.14935064935064934,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Elétrica (13438),3,25,0.16233766233766234,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Elétrica (13438),4,28,0.18181818181818182,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Elétrica (13438),5,32,0.2077922077922078,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Elétrica (13438),6,13,0.08441558441558442,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Florestal (13456),1,1,0.05263157894736842,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Florestal (13456),2,1,0.05263157894736842,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Florestal (13456),3,1,0.05263157894736842,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Florestal (13456),4,9,0.47368421052631576,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Florestal (13456),5,1,0.05263157894736842,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Florestal (13456),6,6,0.3157894736842105,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Mecânica (13442),1,21,0.3888888888888889,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Mecânica (13442),2,14,0.25925925925925924,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Mecânica (13442),3,4,0.07407407407407407,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Mecânica (13442),4,6,0.1111111111111111,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Mecânica (13442),5,1,0.018518518518518517,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Mecânica (13442),6,8,0.14814814814814814,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Química (13441),1,17,0.265625,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Química (13441),2,10,0.15625,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Química (13441),3,9,0.140625,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Química (13441),4,7,0.109375,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Química (13441),5,7,0.109375,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Engenharia Química (13441),6,14,0.21875,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Filosofia (Bacharelado) (121366),1,1,0.5,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Filosofia (Bacharelado) (121366),2,1,0.5,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Filosofia (Licenciatura) (121367),1,1,0.25,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Filosofia (Licenciatura) (121367),3,1,0.25,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Filosofia (Licenciatura) (121367),4,1,0.25,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Filosofia (Licenciatura) (121367),5,1,0.25,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Física (Bacharelado) (318388),1,3,0.6,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Física (Bacharelado) (318388),3,1,0.2,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Física (Bacharelado) (318388),6,1,0.2,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Física (Licenciatura) (1152879),5,1,1,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Física (Licenciatura) (1204358),2,1,0.3333333333333333,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Física (Licenciatura) (1204358),5,2,0.6666666666666666,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Física (Licenciatura) (99810),3,2,0.15384615384615385,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Física (Licenciatura) (99810),4,4,0.3076923076923077,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Física (Licenciatura) (99810),5,2,0.15384615384615385,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Física (Licenciatura) (99810),6,5,0.38461538461538464,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (120777),1,6,0.10909090909090909,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (120777),2,4,0.07272727272727272,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (120777),3,12,0.21818181818181817,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (120777),4,15,0.2727272727272727,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (120777),5,6,0.10909090909090909,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (120777),6,12,0.21818181818181817,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (13407),1,2,0.05714285714285714,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (13407),2,3,0.08571428571428572,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (13407),3,2,0.05714285714285714,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (13407),4,9,0.2571428571428571,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (13407),5,10,0.2857142857142857,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Geografia (Licenciatura) (13407),6,9,0.2571428571428571,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13405),1,9,0.13636363636363635,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13405),2,4,0.06060606060606061,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13405),3,8,0.12121212121212122,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13405),4,17,0.25757575757575757,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13405),5,15,0.22727272727272727,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13405),6,13,0.19696969696969696,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13449),1,14,0.21875,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13449),2,10,0.15625,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13449),3,15,0.234375,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13449),4,5,0.078125,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13449),5,12,0.1875,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,História (Licenciatura) (13449),6,8,0.125,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1158907),2,1,0.08333333333333333,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1158907),3,2,0.16666666666666666,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1158907),4,2,0.16666666666666666,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1158907),5,3,0.25,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1158907),6,4,0.3333333333333333,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1162185),1,2,0.15384615384615385,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1162185),2,1,0.07692307692307693,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1162185),3,3,0.23076923076923078,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1162185),4,3,0.23076923076923078,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1162185),5,2,0.15384615384615385,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras - Inglês (1162185),6,2,0.15384615384615385,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1158116),1,4,0.14285714285714285,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1158116),2,1,0.03571428571428571,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1158116),3,3,0.10714285714285714,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1158116),4,6,0.21428571428571427,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1158116),5,7,0.25,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1158116),6,7,0.25,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1160083),1,1,0.02564102564102564,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1160083),3,1,0.02564102564102564,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1160083),4,6,0.15384615384615385,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1160083),5,15,0.38461538461538464,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Letras-Português (Licenciatura) (1160083),6,16,0.41025641025641024,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Bacharelado) (313448),1,1,0.25,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Bacharelado) (313448),6,3,0.75,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (1152880),1,2,0.1111111111111111,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (1152880),3,1,0.05555555555555555,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (1152880),4,3,0.16666666666666666,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (1152880),5,8,0.4444444444444444,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (1152880),6,4,0.2222222222222222,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (13448),1,2,0.14285714285714285,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (13448),2,2,0.14285714285714285,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (13448),3,4,0.2857142857142857,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (13448),4,2,0.14285714285714285,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (13448),5,3,0.21428571428571427,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (13448),6,1,0.07142857142857142,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (99806),2,1,0.125,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (99806),4,2,0.25,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (99806),5,3,0.375,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Matemática (Licenciatura) (99806),6,2,0.25,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Música (Licenciatura) (118630),1,3,0.16666666666666666,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Música (Licenciatura) (118630),2,3,0.16666666666666666,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Música (Licenciatura) (118630),3,3,0.16666666666666666,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Música (Licenciatura) (118630),4,2,0.1111111111111111,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Música (Licenciatura) (118630),5,2,0.1111111111111111,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Música (Licenciatura) (118630),6,5,0.2777777777777778,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13410),1,6,0.08108108108108109,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13410),2,2,0.02702702702702703,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13410),3,13,0.17567567567567569,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13410),4,16,0.21621621621621623,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13410),5,17,0.22972972972972974,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13410),6,20,0.2702702702702703,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13452),1,1,0.038461538461538464,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13452),3,1,0.038461538461538464,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13452),4,2,0.07692307692307693,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13452),5,4,0.15384615384615385,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Pedagogia (Licenciatura) (13452),6,18,0.6923076923076923,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (1152881),1,3,0.0967741935483871,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (1152881),2,2,0.06451612903225806,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (1152881),3,6,0.1935483870967742,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (1152881),4,4,0.12903225806451613,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (1152881),5,6,0.1935483870967742,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (1152881),6,10,0.3225806451612903,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (99808),1,3,0.14285714285714285,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (99808),2,3,0.14285714285714285,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (99808),3,2,0.09523809523809523,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (99808),4,3,0.14285714285714285,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (99808),5,8,0.38095238095238093,Curso em geral,nota
"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",54,Química (Licenciatura) (99808),6,2,0.09523809523809523,Curso em geral,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Arquitetura e Urbanismo (1129147),3,6,0.12244897959183673,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Arquitetura e Urbanismo (1129147),4,15,0.30612244897959184,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Arquitetura e Urbanismo (1129147),5,19,0.3877551020408163,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Arquitetura e Urbanismo (1129147),6,9,0.1836734693877551,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciência Da Computação (Bacharelado) (13446),2,2,0.029850746268656716,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciência Da Computação (Bacharelado) (13446),3,6,0.08955223880597014,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciência Da Computação (Bacharelado) (13446),4,14,0.208955223880597,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciência Da Computação (Bacharelado) (13446),5,23,0.34328358208955223,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciência Da Computação (Bacharelado) (13446),6,22,0.3283582089552239,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (1152882),1,1,0.03125,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (1152882),2,3,0.09375,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (1152882),3,1,0.03125,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (1152882),4,7,0.21875,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (1152882),5,9,0.28125,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (1152882),6,11,0.34375,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (99802),3,4,0.11428571428571428,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (99802),4,9,0.2571428571428571,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (99802),5,17,0.4857142857142857,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (99802),6,5,0.14285714285714285,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (99804),2,1,0.019230769230769232,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (99804),3,6,0.11538461538461539,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (99804),4,6,0.11538461538461539,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (99804),5,25,0.4807692307692308,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Biológicas (Licenciatura) (99804),6,14,0.2692307692307692,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Sociais (Bacharelado) (313436),5,6,0.8571428571428571,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Sociais (Bacharelado) (313436),6,1,0.14285714285714285,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Sociais (Licenciatura) (1106595),1,1,0.02127659574468085,Ensino,nota
Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,38,Ciências Sociais (Licenciatura) (1106595),3,2,0.0425531914893617,Ensino,nota
