NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank
Ciência Da Computação (Bacharelado) (5079),NA,NA,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,5.157894736842105,95,3
Ciência Da Computação (Bacharelado) (111980),UNINOVE,SP,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.152777777777778,72,7
Ciência Da Computação (Bacharelado) (19047),UNIPÊ,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.150943396226415,53,8
Ciência Da Computação (Bacharelado) (19047),UNIPÊ,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.150943396226415,53,21
Ciência Da Computação (Bacharelado) (19047),UNIPÊ,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.150943396226415,53,10
Ciência Da Computação (Bacharelado) (62484),UFAM,AM,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.150943396226415,53,5
Ciência Da Computação (Bacharelado) (7511),PUC MINAS,MG,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,5.150943396226415,53,6
Ciência Da Computação (Bacharelado) (53788),Univeritas UNG,SP,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.15,60,13
Ciência Da Computação (Bacharelado) (111980),UNINOVE,SP,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.148648648648649,74,22
Ciência Da Computação (Bacharelado) (1452),UFU,MG,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.142857142857143,84,19
Ciência Da Computação (Bacharelado) (1452),UFU,MG,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.141176470588236,85,23
Ciência Da Computação (Bacharelado) (53788),Univeritas UNG,SP,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.140625,64,16
Ciência Da Computação (Bacharelado) (19799),FEI,SP,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.14,50,16
Ciência Da Computação (Bacharelado) (19799),FEI,SP,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.14,50,13
Ciência Da Computação (Bacharelado) (14098),UFG,GO,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.138461538461539,65,10
Ciência Da Computação (Bacharelado) (75457),UNICARIOCA,RJ,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.137254901960785,51,8
Ciência Da Computação (Bacharelado) (5485),USJT,SP,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.136363636363637,66,14
Ciência Da Computação (Bacharelado) (18335),UFLA,MG,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.135593220338984,59,17
Ciência Da Computação (Bacharelado) (43257),FUMEC,MG,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.135135135135135,74,12
Ciência Da Computação (Bacharelado) (43257),FUMEC,MG,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.133333333333333,75,24
Ciência Da Computação (Bacharelado) (18974),MACKENZIE,SP,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.130434782608696,92,13
Ciência Da Computação (Bacharelado) (85783),UFRJ,RJ,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.129310344827586,116,25
Ciência Da Computação (Bacharelado) (11730),UNIFOR,CE,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.129032258064516,62,18
Ciência Da Computação (Bacharelado) (3676),FURB,SC,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.129032258064516,62,19
Ciência Da Computação (Bacharelado) (111980),UNINOVE,SP,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,5.125,72,6
Ciência Da Computação (Bacharelado) (13717),UFRGS,RS,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.125,80,11
Ciência Da Computação (Bacharelado) (614),UFSCAR,SP,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,5.125,72,16
Ciência Da Computação (Bacharelado) (72331),UNINOVE,SP,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.125,56,22
Ciência Da Computação (Bacharelado) (5079),NA,NA,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.123711340206185,97,12
Ciência Da Computação (Bacharelado) (111980),UNINOVE,SP,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.123287671232877,73,9
Ciência Da Computação (Bacharelado) (43257),FUMEC,MG,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.123287671232877,73,12
Ciência Da Computação (Bacharelado) (3676),FURB,SC,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.120689655172415,58,18
Ciência Da Computação (Bacharelado) (5079),NA,NA,46,Curso em geral,A instituição ofereceu oportunidades para os estudantes atuarem como representantes em órgãos colegiados.,5.120481927710843,83,5
Ciência Da Computação (Bacharelado) (19799),FEI,SP,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.12,50,18
Ciência Da Computação (Bacharelado) (18335),UFLA,MG,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.118644067796611,59,17
Ciência Da Computação (Bacharelado) (1452),UFU,MG,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.11764705882353,85,31
Ciência Da Computação (Bacharelado) (513),UFPI,PI,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.117647058823529,51,18
Ciência Da Computação (Bacharelado) (11730),UNIFOR,CE,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.116666666666666,60,14
Ciência Da Computação (Bacharelado) (11730),UNIFOR,CE,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.114754098360656,61,13
Ciência Da Computação (Bacharelado) (62484),UFAM,AM,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.113207547169812,53,4
Ciência Da Computação (Bacharelado) (614),UFSCAR,SP,52,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios no país.,5.112903225806451,62,4
Ciência Da Computação (Bacharelado) (5079),NA,NA,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.112359550561798,89,15
Ciência Da Computação (Bacharelado) (53788),Univeritas UNG,SP,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.111111111111112,63,6
Ciência Da Computação (Bacharelado) (7511),PUC MINAS,MG,52,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios no país.,5.111111111111112,54,5
Ciência Da Computação (Bacharelado) (12581),UFPR,PR,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,5.111111111111111,63,17
Ciência Da Computação (Bacharelado) (12710),UFF,RJ,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.111111111111111,63,32
Ciência Da Computação (Bacharelado) (43257),FUMEC,MG,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.111111111111111,72,11
Ciência Da Computação (Bacharelado) (5485),USJT,SP,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.109375,64,12
Ciência Da Computação (Bacharelado) (111980),UNINOVE,SP,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.108108108108109,74,17
Ciência Da Computação (Bacharelado) (53788),Univeritas UNG,SP,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",5.107142857142857,56,7
Ciência Da Computação (Bacharelado) (13277),UFBA,BA,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.1060606060606055,66,19
Ciência Da Computação (Bacharelado) (5079),NA,NA,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.105263157894737,95,10
Ciência Da Computação (Bacharelado) (5079),NA,NA,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.105263157894737,95,18
Ciência Da Computação (Bacharelado) (13717),UFRGS,RS,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.104651162790698,86,16
Ciência Da Computação (Bacharelado) (53788),Univeritas UNG,SP,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.0983606557377055,61,20
Ciência Da Computação (Bacharelado) (1102342),UFABC,SP,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,5.098360655737705,61,7
Ciência Da Computação (Bacharelado) (19047),UNIPÊ,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.098039215686274,51,9
Ciência Da Computação (Bacharelado) (75457),UNICARIOCA,RJ,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.098039215686274,51,7
Ciência Da Computação (Bacharelado) (75457),UNICARIOCA,RJ,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.098039215686274,51,8
Ciência Da Computação (Bacharelado) (53788),Univeritas UNG,SP,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.096774193548388,62,5
Ciência Da Computação (Bacharelado) (62484),UFAM,AM,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.096153846153846,52,23
Ciência Da Computação (Bacharelado) (11730),UNIFOR,CE,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.095238095238095,63,19
Ciência Da Computação (Bacharelado) (1452),UFU,MG,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.095238095238095,84,21
Ciência Da Computação (Bacharelado) (11730),UNIFOR,CE,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.092592592592593,54,9
Ciência Da Computação (Bacharelado) (14098),UFG,GO,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.092307692307693,65,13
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.08955223880597,67,13
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,5.08955223880597,67,8
Ciência Da Computação (Bacharelado) (18335),UFLA,MG,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.084745762711864,59,14
Ciência Da Computação (Bacharelado) (111980),UNINOVE,SP,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.084507042253521,71,6
Ciência Da Computação (Bacharelado) (614),UFSCAR,SP,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.083333333333333,72,19
Ciência Da Computação (Bacharelado) (111980),UNINOVE,SP,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.082191780821918,73,14
Ciência Da Computação (Bacharelado) (111980),UNINOVE,SP,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.081081081081082,74,5
Ciência Da Computação (Bacharelado) (3676),FURB,SC,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.080645161290322,62,9
Ciência Da Computação (Bacharelado) (13595),UFPE,PE,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.080357142857143,112,10
Ciência Da Computação (Bacharelado) (18335),UFLA,MG,46,Curso em geral,A instituição ofereceu oportunidades para os estudantes atuarem como representantes em órgãos colegiados.,5.078431372549019,51,6
Ciência Da Computação (Bacharelado) (1102342),UFABC,SP,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.078125,64,15
Ciência Da Computação (Bacharelado) (53788),Univeritas UNG,SP,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,5.078125,64,7
Ciência Da Computação (Bacharelado) (127),UNB,DF,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.0769230769230775,52,26
Ciência Da Computação (Bacharelado) (14098),UFG,GO,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.076923076923077,52,10
Ciência Da Computação (Bacharelado) (20833),UNI-BH,MG,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.071428571428571,56,17
Ciência Da Computação (Bacharelado) (72331),UNINOVE,SP,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.067796610169491,59,20
Ciência Da Computação (Bacharelado) (1452),UFU,MG,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.0649350649350655,77,24
Ciência Da Computação (Bacharelado) (12710),UFF,RJ,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.064516129032258,62,16
Ciência Da Computação (Bacharelado) (1904),PUCRS,RS,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,5.063492063492063,63,18
Ciência Da Computação (Bacharelado) (53788),Univeritas UNG,SP,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.063492063492063,63,10
Ciência Da Computação (Bacharelado) (53788),Univeritas UNG,SP,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.0625,64,9
Ciência Da Computação (Bacharelado) (2209),UECE,CE,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.061538461538461,65,21
Ciência Da Computação (Bacharelado) (13717),UFRGS,RS,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.060975609756098,82,17
Ciência Da Computação (Bacharelado) (513),UFPI,PI,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.0588235294117645,51,15
Ciência Da Computação (Bacharelado) (5485),USJT,SP,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.0588235294117645,68,20
Ciência Da Computação (Bacharelado) (12946),UFMG,MG,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.057971014492753,69,18
Ciência Da Computação (Bacharelado) (62484),UFAM,AM,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.0576923076923075,52,9
Ciência Da Computação (Bacharelado) (19047),UNIPÊ,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.056603773584906,53,10
Ciência Da Computação (Bacharelado) (19047),UNIPÊ,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.056603773584905,53,11
Ciência Da Computação (Bacharelado) (111980),UNINOVE,SP,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,5.054054054054054,74,8
Ciência Da Computação (Bacharelado) (3211),UNESP,SP,65,Infraestrutura,A instituição contou com biblioteca virtual ou conferiu acesso a obras disponíveis em acervos virtuais.,5.052631578947368,57,14
Ciência Da Computação (Bacharelado) (18335),UFLA,MG,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.0508474576271185,59,16
Ciência Da Computação (Bacharelado) (1904),PUCRS,RS,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.05,60,18
Ciência Da Computação (Bacharelado) (13277),UFBA,BA,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.045454545454546,66,33
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.045454545454546,66,19
Ciência Da Computação (Bacharelado) (13595),UFPE,PE,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.044247787610619,113,6
Ciência Da Computação (Bacharelado) (43257),FUMEC,MG,52,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios no país.,5.043478260869565,69,6
Ciência Da Computação (Bacharelado) (18974),MACKENZIE,SP,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.042553191489362,94,27
Ciência Da Computação (Bacharelado) (111980),UNINOVE,SP,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.042253521126761,71,6
Ciência Da Computação (Bacharelado) (75457),UNICARIOCA,RJ,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,5.04,50,4
Ciência Da Computação (Bacharelado) (75457),UNICARIOCA,RJ,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.0392156862745106,51,8
Ciência Da Computação (Bacharelado) (513),UFPI,PI,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.03921568627451,51,15
Ciência Da Computação (Bacharelado) (75457),UNICARIOCA,RJ,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.03921568627451,51,7
Ciência Da Computação (Bacharelado) (1102342),UFABC,SP,46,Curso em geral,A instituição ofereceu oportunidades para os estudantes atuarem como representantes em órgãos colegiados.,5.037037037037037,54,7
Ciência Da Computação (Bacharelado) (7511),PUC MINAS,MG,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",5.035714285714286,56,3
Ciência Da Computação (Bacharelado) (85783),UFRJ,RJ,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.035398230088496,113,21
Ciência Da Computação (Bacharelado) (18335),UFLA,MG,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.035087719298246,57,19
Ciência Da Computação (Bacharelado) (13717),UFRGS,RS,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.034883720930233,86,14
Ciência Da Computação (Bacharelado) (85783),UFRJ,RJ,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.034188034188034,117,34
Ciência Da Computação (Bacharelado) (14098),UFG,GO,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.033333333333333,60,19
Ciência Da Computação (Bacharelado) (3676),FURB,SC,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",5.032258064516129,62,4
Ciência Da Computação (Bacharelado) (1904),PUCRS,RS,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.031746031746032,63,17
Ciência Da Computação (Bacharelado) (37862),FACAPE,PE,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.031746031746032,63,20
Ciência Da Computação (Bacharelado) (37862),FACAPE,PE,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.031746031746032,63,18
Ciência Da Computação (Bacharelado) (12946),UFMG,MG,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.030769230769231,65,20
Ciência Da Computação (Bacharelado) (1102342),UFABC,SP,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.029850746268656,67,12
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",5.029850746268656,67,5
Ciência Da Computação (Bacharelado) (12946),UFMG,MG,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.029411764705882,68,22
Ciência Da Computação (Bacharelado) (43257),FUMEC,MG,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.026666666666667,75,14
Ciência Da Computação (Bacharelado) (43257),FUMEC,MG,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.026666666666666,75,7
Ciência Da Computação (Bacharelado) (18974),MACKENZIE,SP,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.021739130434782,92,21
Ciência Da Computação (Bacharelado) (85783),UFRJ,RJ,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.020833333333333,96,25
Ciência Da Computação (Bacharelado) (5079),NA,NA,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.020408163265306,98,8
Ciência Da Computação (Bacharelado) (19799),FEI,SP,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.0200000000000005,50,9
Ciência Da Computação (Bacharelado) (62484),UFAM,AM,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,5.018867924528302,53,8
Ciência Da Computação (Bacharelado) (20833),UNI-BH,MG,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.0181818181818185,55,35
Ciência Da Computação (Bacharelado) (14217),UFSC,SC,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.017857142857143,56,28
Ciência Da Computação (Bacharelado) (57702),UNISINOS,RS,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.017241379310345,58,21
Ciência Da Computação (Bacharelado) (72331),UNINOVE,SP,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.016949152542373,59,36
Ciência Da Computação (Bacharelado) (57702),UNISINOS,RS,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.016393442622951,61,15
Ciência Da Computação (Bacharelado) (5485),USJT,SP,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.015873015873016,63,16
Ciência Da Computação (Bacharelado) (15002),UFPEL,RS,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",5.014925373134328,67,20
Ciência Da Computação (Bacharelado) (5485),USJT,SP,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.014705882352941,68,20
Ciência Da Computação (Bacharelado) (12946),UFMG,MG,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,5.014285714285714,70,9
Ciência Da Computação (Bacharelado) (12946),UFMG,MG,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.014084507042253,71,22
Ciência Da Computação (Bacharelado) (43257),FUMEC,MG,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.013333333333334,75,11
Ciência Da Computação (Bacharelado) (5079),NA,NA,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",5.010526315789473,95,6
Ciência Da Computação (Bacharelado) (1102342),UFABC,SP,65,Infraestrutura,A instituição contou com biblioteca virtual ou conferiu acesso a obras disponíveis em acervos virtuais.,5,57,15
Ciência Da Computação (Bacharelado) (11730),UNIFOR,CE,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5,61,22
Ciência Da Computação (Bacharelado) (11730),UNIFOR,CE,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5,54,10
Ciência Da Computação (Bacharelado) (12581),UFPR,PR,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5,63,23
Ciência Da Computação (Bacharelado) (13277),UFBA,BA,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5,66,21
Ciência Da Computação (Bacharelado) (13717),UFRGS,RS,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5,87,11
Ciência Da Computação (Bacharelado) (15002),UFPEL,RS,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5,71,22
Ciência Da Computação (Bacharelado) (18335),UFLA,MG,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5,59,9
