NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,TP_INSCRICAO_ADM,TP_INSCRICAO,TP_PRES,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,NOME_CURSO,Código Mantenedora,CNPJ,Natureza Jurídica,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Categoria,Categoria Administrativa,IGC,Ano IGC
2017,2564,1,10028,2001,13410,1,2503704,25,2,26,F,2008,2012,4,0,1,555,555,555,555,30.4,42.3,42.9,41.5,37,65,30,46,50,45,26.4,21.7,53.3,55,60,45,E,C,B,D,D,C,B,A,C,A,D,A,B,B,B,E,B,B,A,A,A,A,A,A,23,A,A,B,C,B,C,B,E,A,A,4,4,1,5,5,5,5,5,5,4,3,4,4,2,5,5,3,3,2,7,3,2,4,5,4,1,1,7,2,3,4,4,3,5,3,4,4,4,7,5,5,2,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,25,F,2008,2012,4,0,1,555,555,555,555,40.9,44.7,42.9,47.5,47,75,40,48,40,50,39.6,34.8,66.7,70,80,50,D,D,B,B,B,C,E,D,D,B,B,A,B,E,C,B,B,E,A,A,A,F,A,A,23,A,A,B,C,A,C,B,E,B,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,37,F,2000,2012,4,0,1,555,555,555,555,49.6,42.8,28.6,64,79,75,80,49,65,45,51.9,52.2,50,0,100,50,D,C,C,B,B,C,D,D,D,E,F,A,A,B,C,D,B,F,D,A,A,D,A,A,25,A,B,B,H,A,C,B,E,E,A,5,4,5,4,5,6,6,5,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,7,8,8,1,5,4,5,4,4,4,4,3,3,3,3,4,2,3,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,32,F,2004,2012,4,0,1,555,333,555,555,46.7,31.2,28.6,35,14,70,0,56,80,50,51.9,52.2,50,0,90,60,C,C,A,B,B,A,E,D,E,B,A,A,D,C,C,D,A,B,A,A,C,F,A,A,25,A,A,C,C,B,B,B,E,A,A,6,5,3,5,6,4,6,6,4,5,6,5,4,5,6,6,6,5,5,7,5,4,5,4,3,8,8,5,6,6,6,6,6,6,6,4,5,6,6,6,6,6,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,35,F,2001,2012,4,0,1,555,555,555,555,32.6,47.3,42.9,54,53,65,50,55,75,50,27.7,21.7,61.7,55,80,50,C,C,B,C,C,C,B,D,D,A,D,A,A,B,B,E,C,E,D,A,E,F,A,A,25,A,A,A,G,A,C,C,E,A,A,5,5,5,5,6,6,6,5,5,5,5,5,5,4,5,6,5,5,4,4,5,5,5,5,6,1,1,3,5,6,5,5,6,6,4,4,4,3,1,5,3,4,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,35,F,2007,2012,4,0,1,555,555,555,333,22.6,17.2,28.6,0,0,0,0,0,0,0,24.4,21.7,40,60,60,0,D,C,C,D,D,D,D,B,C,A,B,A,D,D,A,A,A,F,E,A,F,D,A,D,25,A,D,F,K,B,B,B,E,H,A,3,4,5,5,5,5,5,5,6,6,6,5,5,4,4,5,4,5,6,7,7,5,5,5,7,7,7,7,4,7,5,5,2,4,1,1,1,5,7,5,4,1,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,24,F,2011,2014,1,0,1,555,555,555,555,48.9,55.5,42.9,74.5,76,60,80,73,85,70,46.7,43.5,65,45,80,70,C,C,B,C,C,C,B,D,D,A,B,A,B,A,B,C,A,A,A,A,E,A,A,C,25,A,A,F,G,A,C,B,E,B,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,7,7,6,6,4,6,5,6,6,5,5,8,5,6,6,5,6,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,20,M,2013,2014,1,0,1,555,555,555,555,62.6,57.9,42.9,80.5,71,55,75,90,50,100,64.2,65.2,58.3,55,90,30,C,C,B,B,B,C,B,D,D,A,D,A,C,C,B,F,A,A,A,A,E,F,A,A,25,A,A,B,C,B,E,B,E,C,E,6,4,5,5,5,5,6,6,5,5,5,4,5,5,5,4,6,5,6,6,4,4,6,5,6,6,5,4,5,5,6,5,5,5,4,4,5,5,7,5,5,5,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,22,F,2011,2014,1,0,1,555,555,555,555,53.3,59.9,42.9,85.5,75,55,80,96,80,100,51.1,47.8,70,40,100,70,D,C,A,D,A,C,A,D,D,A,D,A,D,D,B,D,A,B,A,A,A,A,A,A,25,A,A,B,C,A,C,C,E,B,F,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,5,4,4,4,4,4,4,4,3,3,3,4,4,4,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,21,F,2012,2014,1,0,1,555,555,555,333,39.8,67.5,57.1,83,70,50,75,96,80,100,30.6,30.4,31.7,15,80,0,C,C,A,C,B,C,B,B,D,A,A,A,C,B,F,A,A,A,A,A,F,F,A,C,23,A,A,A,B,A,B,C,E,H,A,6,5,5,5,6,5,6,6,6,5,5,4,5,5,4,4,5,5,5,4,5,3,4,5,4,3,2,3,4,4,5,5,5,6,5,8,8,4,4,5,4,5,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,28,F,2007,2013,1,0,1,555,555,555,555,34,52.4,28.6,88,80,80,80,96,80,100,27.9,21.7,63.3,30,80,80,C,C,A,A,A,B,D,E,E,B,D,A,B,C,C,D,B,E,E,A,A,A,A,A,25,A,A,B,C,B,D,D,E,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,28,F,2007,2014,4,0,1,555,555,555,555,53,66.9,57.1,81.5,94,70,100,69,65,70,48.4,47.8,51.7,40,60,55,C,C,C,B,B,C,A,D,D,A,A,A,B,B,B,D,A,B,A,A,F,F,A,C,25,A,A,B,C,A,C,C,E,H,A,6,5,5,6,6,5,6,5,5,5,6,5,5,4,5,6,6,6,6,3,4,4,5,6,6,5,7,5,6,6,6,6,5,6,4,4,4,3,7,6,5,2,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,22,F,2012,2014,1,0,1,555,555,555,555,47.3,38,28.6,52,60,40,65,44,40,45,50.4,47.8,65,85,70,40,C,B,A,B,A,B,B,D,D,A,D,A,B,B,B,C,B,C,C,A,A,F,A,D,25,A,A,D,C,A,B,B,E,A,F,5,5,6,6,6,5,6,6,6,6,5,5,5,4,6,5,6,4,5,4,4,4,6,6,4,7,2,5,5,5,6,5,5,4,4,5,5,2,4,5,6,4,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,22,F,2012,2014,1,0,1,555,555,555,555,58.4,44.4,14.3,89.5,83,55,90,96,80,100,63,60.9,75,55,90,80,C,C,C,C,C,C,B,D,D,B,A,A,B,B,C,D,B,B,A,A,E,F,A,A,25,A,A,B,C,B,B,B,E,A,A,6,6,5,6,6,5,6,6,6,6,5,6,6,5,6,6,6,6,6,7,6,4,6,6,8,7,7,4,6,4,5,5,6,6,6,4,5,4,7,6,4,5,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,25,F,2009,2014,1,0,1,555,555,555,555,59.2,86.6,100,66.5,73,65,75,60,100,50,50.1,47.8,63.3,40,100,50,D,C,C,C,B,D,B,D,D,A,D,A,B,B,B,D,A,E,D,A,E,F,A,D,25,A,A,B,C,B,B,B,E,A,A,6,4,6,5,6,5,6,5,5,5,4,4,4,3,5,5,5,4,3,3,6,2,4,5,6,3,1,5,3,4,4,4,4,6,4,3,4,3,6,6,5,5,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,30,F,2012,2014,1,0,1,555,555,555,555,37,53.9,57.1,49,67,75,65,31,75,20,31.3,30.4,36.7,30,80,0,E,D,A,C,C,D,B,B,D,A,A,A,A,B,B,D,A,A,A,A,A,F,A,C,23,A,D,B,C,B,B,B,E,E,F,6,6,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,5,6,6,6,5,6,6,6,7,7,4,6,5,6,6,6,6,6,6,3,1,7,6,6,6,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,23,F,2011,2014,1,0,1,555,555,555,555,61,57.9,42.9,80.5,66,70,65,95,75,100,62,60.9,68.3,100,90,15,C,A,D,E,A,C,B,E,C,A,A,A,F,B,B,D,C,C,A,A,A,B,A,A,25,A,A,B,C,A,C,D,E,G,C,6,3,4,6,6,6,5,5,6,5,6,4,4,5,6,6,6,6,6,8,3,3,5,4,7,7,8,3,5,5,6,5,5,5,6,2,1,5,2,6,6,6,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,22,F,2012,2014,1,0,1,555,555,555,555,41.9,50.4,28.6,83,75,75,75,91,55,100,39.1,34.8,63.3,70,80,40,C,C,E,C,C,C,C,B,E,A,D,A,B,D,E,E,A,B,A,A,A,F,A,D,25,A,A,B,C,B,D,C,E,A,F,6,5,5,6,6,6,6,6,6,6,4,4,4,3,7,6,6,7,6,7,4,4,6,6,6,7,7,3,4,5,6,6,3,5,5,3,7,3,5,6,5,6,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,23,F,2012,2014,1,0,1,555,555,555,555,58.6,61.1,42.9,88.5,86,70,90,91,55,100,57.8,56.5,65,55,90,50,C,C,E,B,D,B,A,D,D,A,D,A,C,B,B,B,A,B,A,A,A,A,A,A,25,A,A,B,C,A,C,D,E,G,F,5,5,6,3,6,6,6,6,6,5,1,2,5,2,7,5,6,6,6,7,2,2,6,6,5,1,1,8,5,4,5,5,6,6,6,2,7,4,2,6,4,6,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,2001,13410,1,2503704,25,2,27,F,2007,2013,1,0,1,555,555,555,555,40.3,52.1,57.1,44.5,60,60,60,29,45,25,36.3,34.8,45,25,100,10,C,C,B,B,B,B,B,D,D,E,A,A,A,B,C,B,B,E,E,A,A,F,A,D,23,A,A,F,C,B,B,C,E,G,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,7,7,5,6,5,6,6,6,5,5,6,7,6,5,6,6,6,Pedagogia (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,37,F,1998,2009,4,0,1,555,555,555,555,39.6,29.6,25,36.5,43,55,40,30,70,20,42.9,45.8,26.7,20,20,40,C,C,C,B,B,D,E,E,C,B,A,A,B,D,C,C,B,E,E,A,A,A,A,A,25,D,A,A,K,A,B,B,E,H,A,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,3,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,24,F,2010,2013,4,0,1,555,555,555,555,58.9,59.6,50,74,95,75,100,53,65,50,58.6,58.3,60,0,100,80,C,C,C,B,B,C,B,B,C,C,E,A,B,B,A,A,A,A,A,A,E,B,A,C,25,A,A,A,G,B,C,B,E,H,A,5,4,3,5,5,3,6,6,5,4,3,4,3,1,4,6,3,4,3,2,3,5,3,5,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,5,2,4,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,60,M,1980,2012,4,0,1,555,336,555,333,38.2,48.1,62.5,26.5,0,0,0,53,65,50,34.9,37.5,20,0,60,0,C,C,C,B,B,C,B,D,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,19,F,2013,2014,4,0,1,555,555,555,555,55.2,37.5,62.5,0,0,0,0,0,0,0,61.1,62.5,53.3,50,50,60,C,C,D,C,B,C,B,D,E,A,D,A,D,E,B,E,B,C,B,A,A,E,A,A,25,B,A,C,C,A,D,E,A,H,A,6,4,6,4,6,6,6,6,6,6,4,4,5,3,6,6,6,6,5,7,3,4,5,8,8,1,1,3,6,5,5,3,7,5,4,8,8,5,7,6,3,4,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,26,M,2013,2013,4,0,1,555,555,555,333,55,59.1,62.5,54,55,75,50,53,85,45,53.6,58.3,26.7,0,80,0,C,C,C,B,B,C,E,D,D,A,D,A,C,C,B,B,A,C,C,A,A,A,A,A,25,A,A,B,C,A,E,E,C,A,F,4,4,3,5,5,4,6,5,5,5,4,4,4,3,6,4,5,5,3,3,3,4,5,4,5,1,1,2,3,2,5,5,5,4,3,3,2,4,2,4,4,2,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,27,F,2008,2015,4,0,1,555,555,555,555,71.3,64,50,85,75,55,80,95,75,100,73.7,70.8,90,70,100,100,C,B,B,B,B,C,A,D,D,E,B,A,B,C,C,B,C,D,B,H,A,F,A,E,25,A,A,A,K,B,E,C,A,E,F,6,5,6,7,6,3,6,5,6,3,4,4,5,2,6,4,6,6,4,1,4,4,7,5,8,7,7,1,5,4,5,1,7,4,4,7,8,7,7,6,4,3,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,32,M,2004,2016,4,0,1,555,555,555,555,57.7,60.8,50,77,61,85,55,93,65,100,56.6,54.2,70,30,90,90,B,B,B,A,A,B,E,D,D,A,A,A,E,E,B,B,A,B,A,A,A,B,A,A,23,E,A,B,E,A,E,B,E,E,A,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,5,5,6,6,6,6,6,5,6,5,6,5,6,6,6,6,6,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,33,F,2000,2013,4,0,1,555,555,555,555,73.4,72.3,62.5,87,79,75,80,95,75,100,73.8,79.2,43.3,0,80,50,C,C,B,B,B,C,B,D,D,B,D,A,C,D,C,D,B,E,A,A,F,F,A,E,25,A,A,B,K,A,B,C,E,H,F,5,5,5,4,6,5,5,6,5,5,5,5,5,4,6,6,5,5,5,5,6,4,5,7,7,1,1,4,6,6,5,4,6,6,5,6,8,5,5,6,6,5,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,26,M,2009,2016,4,0,1,555,555,555,555,59.6,67.1,62.5,74,55,75,50,93,65,100,57.1,58.3,50,20,80,50,C,C,B,B,B,B,A,D,E,A,D,A,A,D,E,A,A,A,A,A,B,D,A,D,26,A,A,G,C,A,C,B,E,E,I,5,5,2,1,6,7,6,6,3,4,1,3,6,1,5,5,2,2,2,5,2,1,2,1,7,8,8,2,2,3,6,2,6,3,3,2,2,6,8,5,8,6,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,26,M,2012,2013,4,0,1,555,555,555,555,52.4,52.2,50,55.5,59,75,55,52,60,50,52.5,50,66.7,50,70,80,C,C,B,B,B,C,C,D,C,A,D,A,B,B,B,B,A,A,B,A,A,D,A,D,25,A,D,F,B,B,E,C,E,E,A,5,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,8,6,5,6,6,6,8,8,8,5,5,5,5,5,5,3,3,4,4,8,6,4,4,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
2017,2564,1,10028,5402,13436,1,2504009,25,2,26,M,2008,2014,4,0,1,555,555,555,555,70,76.8,75,79.5,63,75,60,96,80,100,67.7,70.8,50,0,50,100,C,C,B,B,B,C,C,D,E,A,A,A,D,D,D,A,C,A,A,A,C,F,A,A,23,E,A,B,C,A,C,D,A,H,F,6,6,5,5,6,5,6,6,4,5,5,4,5,4,6,4,6,6,4,5,4,4,5,5,8,1,1,3,4,5,6,3,4,6,3,3,4,5,2,6,1,3,Ciências Sociais (Licenciatura),14341,05.055.128/0001-76,Pessoa Jurídica de Direito Público - Federal,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Rua Aprígio Veloso - 882 - s/c - CEP: 58109-900 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Federal,4,2016
