NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,TP_INSCRICAO_ADM,TP_INSCRICAO,TP_PRES,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,NOME_CURSO,Código Mantenedora,CNPJ,Natureza Jurídica,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Categoria,Categoria Administrativa,IGC,Ano IGC
2017,550,2,10028,2001,11605,1,2504009,25,2,21,F,2013,2014,1,0,1,555,555,555,555,61.3,58.3,57.1,60,68,80,65,52,80,45,62.3,60.9,70,70,100,40,B,C,C,B,A,B,E,D,D,A,D,A,B,B,B,G,A,C,A,A,A,B,A,A,25,A,A,D,C,A,C,B,E,H,F,4,4,4,4,3,3,3,3,5,5,5,4,4,7,4,6,5,5,5,4,5,5,4,4,5,8,4,6,4,4,4,5,7,8,2,7,7,3,2,4,4,2,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,33,F,2003,2012,4,0,1,555,555,555,555,71,80.8,85.7,73.5,75,75,75,72,60,75,67.7,69.6,56.7,70,40,60,C,C,B,A,B,C,B,D,D,B,D,A,A,B,C,B,A,B,B,A,A,C,A,A,25,A,A,B,C,B,C,B,E,E,A,6,4,6,5,6,6,6,6,6,6,5,5,5,7,6,5,7,7,6,7,5,4,5,5,6,7,7,7,6,5,5,6,5,5,4,4,4,5,5,6,7,5,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,43,F,1995,2013,1,0,1,555,555,555,555,47.4,64.9,57.1,76.5,62,50,65,91,55,100,41.5,43.5,30,30,60,0,D,D,A,D,D,D,B,D,D,B,C,A,B,B,C,C,B,E,C,A,A,A,A,D,25,A,B,F,G,A,D,E,A,E,A,6,6,4,4,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,5,6,6,6,7,7,7,4,5,3,6,3,4,3,1,1,1,1,6,6,1,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,31,F,2011,2012,4,0,1,555,555,555,555,48.1,38,28.6,52,93,65,100,11,55,0,51.4,52.2,46.7,30,60,50,D,D,B,B,B,C,B,B,D,B,B,A,B,B,C,B,B,C,D,A,A,A,A,A,25,A,A,D,G,B,C,C,E,E,A,5,4,5,6,6,5,5,5,4,5,4,4,4,3,3,4,5,5,5,4,4,3,4,7,7,4,3,8,3,8,4,7,7,7,3,4,4,5,7,5,4,7,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,27,F,2007,2012,4,0,1,555,555,333,555,41.4,49.6,28.6,81,67,75,65,95,75,100,38.7,39.1,36.7,40,0,70,D,C,C,B,C,B,*,C,C,A,A,A,B,E,B,F,B,B,B,A,A,A,A,A,25,B,A,B,C,A,B,B,E,A,F,4,4,7,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,7,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,33,F,2005,2012,4,0,1,555,555,555,555,28.8,35.8,14.3,68,65,65,65,71,75,70,26.5,17.4,78.3,55,80,100,C,C,C,B,B,B,B,D,E,B,A,A,D,C,C,D,A,B,A,A,A,A,A,A,25,E,D,A,C,A,C,B,E,H,F,5,5,6,6,6,3,6,6,6,6,5,5,6,7,4,6,7,7,6,7,5,6,6,6,6,7,7,7,7,5,4,6,4,7,2,4,4,7,7,7,7,3,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,29,F,2009,2009,1,0,1,555,555,333,555,43,42.5,57.1,20.5,41,45,40,0,0,0,43.1,47.8,16.7,40,0,10,D,D,A,A,B,B,B,D,D,B,D,A,A,A,B,B,A,B,A,A,A,A,A,D,25,A,A,C,A,A,B,B,E,B,A,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,6,6,6,6,7,6,3,6,4,6,7,7,6,6,6,6,6,6,6,6,6,6,4,2,6,6,6,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,31,F,2003,2013,1,0,1,555,555,555,555,52.3,34.3,57.1,0,0,0,0,0,0,0,58.3,56.5,68.3,25,100,80,.,.,.,.,.,.,.,.,.,A,D,A,D,B,B,D,A,B,A,A,C,C,A,D,25,A,A,B,C,A,B,D,A,H,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,35,F,2005,2012,1,0,1,555,555,555,555,46.9,49.6,28.6,81,91,55,100,71,55,75,46,43.5,60,40,40,100,C,C,B,C,B,C,C,C,C,A,A,A,B,B,B,D,A,C,E,A,A,A,A,D,25,A,A,F,B,A,B,B,E,A,A,4,2,4,3,4,3,3,3,3,2,2,3,3,1,4,4,5,7,3,2,2,2,2,3,3,1,1,7,5,3,4,3,3,2,3,3,2,3,1,4,4,3,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,22,F,2011,2013,1,0,1,555,555,555,555,43.2,42.1,42.9,41,82,50,90,0,0,0,43.5,39.1,68.3,70,90,45,C,C,A,B,B,D,B,D,E,A,D,A,A,A,B,E,B,D,A,A,A,A,A,A,25,A,A,C,C,B,B,B,E,G,A,6,6,4,5,6,6,6,6,6,4,4,5,6,5,4,4,5,2,4,7,6,3,6,6,6,7,7,4,6,5,6,5,3,4,2,7,7,4,6,6,7,3,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,22,F,2012,2013,1,0,1,555,555,555,555,71,59.7,42.9,85,96,80,100,74,70,75,74.8,73.9,80,100,40,100,C,B,C,B,B,C,B,D,D,A,A,A,B,F,B,D,A,B,A,A,A,A,A,D,25,A,A,B,C,A,B,B,E,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,23,F,2012,2013,1,0,1,555,555,555,555,52.2,50.9,42.9,63,71,75,70,55,75,50,52.6,47.8,80,70,100,70,E,E,B,C,B,B,B,B,D,B,A,A,B,E,C,C,B,C,A,A,A,A,A,A,25,A,C,B,C,A,B,D,E,B,A,6,5,5,4,6,6,6,6,6,6,6,6,6,5,5,5,6,6,5,5,5,5,6,4,6,6,6,6,6,5,5,6,6,5,5,5,5,5,5,5,4,4,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,51,F,1984,2013,1,0,1,555,555,555,555,59.6,57.3,57.1,57.5,60,40,65,55,75,50,60.3,56.5,81.7,45,100,100,C,C,A,B,B,C,C,C,D,B,D,A,A,B,C,D,B,A,A,A,A,F,A,D,25,A,B,A,B,A,C,D,A,C,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,4,4,5,5,6,6,5,8,8,5,6,6,6,6,5,5,4,4,4,4,6,6,4,3,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,25,F,2011,2012,1,0,1,555,555,555,555,38.1,33.4,28.6,40.5,54,70,50,27,55,20,39.7,39.1,43.3,25,40,65,D,C,C,B,A,C,B,B,B,B,A,A,B,D,C,C,B,E,D,A,A,A,A,D,25,A,C,B,C,A,D,C,E,C,F,6,5,5,4,5,5,5,5,5,4,5,5,5,4,4,5,4,3,3,7,6,5,4,4,5,7,7,5,5,4,5,4,4,7,6,7,7,6,6,5,4,2,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,23,F,2011,2013,1,0,1,555,555,555,555,60.2,56.5,42.9,77,77,65,80,77,85,75,61.4,65.2,40,60,60,0,D,D,A,B,B,C,B,B,E,B,D,A,A,A,C,B,A,F,E,A,C,A,A,D,25,A,A,B,C,A,C,B,E,G,A,6,6,6,6,6,5,6,6,6,6,4,5,6,4,5,6,6,6,2,3,6,5,6,6,6,3,3,6,5,6,5,6,5,4,5,3,4,4,4,6,5,3,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,24,F,2011,2013,1,0,1,555,555,555,555,55.9,61.3,57.1,67.5,79,75,80,56,80,50,54.1,52.2,65,75,70,50,D,C,C,B,B,A,E,D,D,A,D,A,A,E,B,H,B,C,B,A,A,A,A,A,25,A,C,B,A,A,C,B,E,B,F,5,5,5,4,6,5,5,5,6,5,5,5,5,3,5,5,6,6,5,6,5,5,5,5,6,7,7,6,6,8,5,6,5,5,3,4,4,6,8,6,5,8,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,24,F,2010,2013,1,0,1,555,555,555,555,22.5,54.7,57.1,51,55,55,55,47,55,45,11.7,4.3,53.3,45,90,25,D,D,C,B,B,C,B,C,C,B,D,A,B,A,C,B,A,E,D,A,A,A,A,A,25,A,A,A,A,B,C,B,E,G,A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,29,F,2003,2013,1,0,1,555,555,555,555,36.6,52.7,57.1,46,66,70,65,26,30,25,31.2,26.1,60,70,80,30,C,C,A,B,B,B,B,C,B,A,C,A,E,C,B,B,A,C,E,A,A,A,A,D,25,A,A,D,D,A,A,D,E,G,A,6,6,6,6,6,6,4,5,4,5,4,4,4,4,5,6,6,5,4,4,5,5,4,5,5,5,5,5,4,5,5,4,3,4,4,4,4,4,5,5,5,4,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,24,F,2011,2013,1,0,1,555,555,333,333,45.9,69.1,57.1,87,84,60,90,90,50,100,38.2,39.1,33.3,100,0,0,C,C,B,A,A,B,E,D,D,A,D,A,C,B,B,E,B,B,A,A,A,A,A,A,25,A,A,B,G,A,C,D,E,B,A,6,5,5,6,6,6,6,6,5,5,5,5,5,5,6,6,4,5,4,4,5,5,5,6,5,3,4,5,5,6,6,5,6,5,6,5,6,5,5,5,4,3,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,23,F,2012,2013,1,0,1,555,555,555,555,42.1,31.6,28.6,36,56,80,50,16,80,0,45.6,47.8,33.3,25,40,35,C,D,C,B,B,C,E,D,C,A,A,A,D,D,B,D,A,E,C,A,A,A,A,A,25,B,A,B,A,B,B,B,E,G,A,6,6,4,5,6,6,6,6,6,5,5,5,5,5,5,5,6,5,5,5,6,6,6,6,5,3,3,5,5,5,5,4,4,2,4,5,5,5,5,5,5,2,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,23,F,2012,2013,1,0,1,555,555,555,555,56.3,64.3,57.1,75,59,75,55,91,55,100,53.6,52.2,61.7,45,100,40,D,C,B,B,B,C,A,D,C,A,D,A,B,C,B,E,B,C,A,A,A,B,A,D,25,A,C,B,K,A,C,C,A,H,A,5,6,4,3,5,6,5,5,5,5,4,5,6,5,5,6,5,5,4,4,5,4,5,6,6,1,1,3,4,4,6,5,3,5,2,2,2,2,1,3,3,1,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,46,F,2001,2012,4,0,1,555,555,555,555,30.4,17.2,28.6,0,0,0,0,0,0,0,34.8,34.8,35,15,60,30,D,C,B,C,C,A,C,.,B,B,A,A,C,C,C,E,E,C,E,A,A,A,A,D,25,A,D,C,K,A,C,B,E,E,A,6,6,6,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,2,3,5,5,5,6,6,2,2,2,5,5,5,3,4,1,5,5,5,5,3,5,5,3,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,32,F,2006,2014,1,0,1,555,555,336,555,41.4,66.1,57.1,79.5,86,70,90,73,65,75,33.1,34.8,23.3,40,0,30,B,C,B,B,B,B,D,D,E,A,A,A,B,B,B,E,B,C,C,A,F,F,A,D,25,A,A,A,C,B,B,B,E,E,A,5,3,3,4,5,4,5,5,4,4,4,4,4,4,5,5,3,3,3,3,3,3,5,5,4,2,2,5,5,4,6,4,4,4,4,8,8,5,4,4,3,3,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,44,F,1995,2011,4,0,1,555,555,555,333,55.3,55.1,42.9,73.5,75,75,75,72,60,75,55.3,56.5,48.3,85,60,0,C,C,A,C,B,C,B,D,E,B,D,A,B,D,C,D,A,B,A,A,A,A,A,A,25,B,A,A,G,A,B,C,E,E,A,5,5,5,6,6,5,6,6,6,6,4,5,6,5,6,6,3,3,4,2,5,4,6,5,6,8,8,4,6,4,4,4,5,3,4,8,8,4,7,6,4,2,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,40,F,2011,2014,1,0,1,555,336,555,555,45.2,54.9,42.9,73,73,65,75,73,65,75,42,43.5,33.3,0,60,40,C,C,C,B,B,C,E,D,C,B,B,A,B,C,C,E,B,E,D,A,A,A,A,A,25,B,A,B,A,A,C,B,E,E,A,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,3,6,6,6,6,6,6,6,6,6,6,6,1,6,5,5,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,21,F,2012,2014,1,0,1,555,555,555,555,57,57.7,42.9,80,67,75,65,93,65,100,56.8,56.5,58.3,55,80,40,C,D,A,B,B,C,B,D,D,A,A,A,C,D,B,G,B,E,C,A,A,A,A,D,25,A,A,B,C,A,C,C,E,H,A,5,5,5,7,4,7,5,5,4,4,4,3,4,2,2,6,1,1,1,1,4,4,3,5,8,1,1,6,3,3,5,3,2,3,2,2,2,5,4,4,2,1,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,28,F,2005,2014,1,0,1,555,555,555,555,44.8,76.4,71.4,84,75,75,75,93,65,100,34.2,26.1,80,70,100,70,C,C,C,B,B,C,E,E,C,A,A,A,B,D,B,F,A,B,A,A,A,A,A,A,25,A,A,A,K,B,C,E,E,D,A,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,4,2,6,6,6,6,6,1,1,4,4,4,6,6,3,1,1,1,1,5,5,6,1,3,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,37,F,1996,2014,1,0,1,555,555,555,555,67.8,58.9,42.9,83,94,70,100,72,80,70,70.7,69.6,76.7,70,60,100,C,C,B,A,A,B,E,D,D,E,A,A,A,A,C,E,A,E,A,A,A,A,A,C,25,A,A,G,K,A,B,B,E,H,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,5,3,6,6,6,7,7,6,5,6,6,5,5,2,2,2,6,6,1,6,1,1,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,36,F,2011,2014,1,0,1,555,555,555,555,37.7,34.3,57.1,0,0,0,0,0,0,0,38.8,34.8,61.7,70,60,55,.,.,.,.,.,.,.,.,.,A,B,A,A,A,B,B,A,B,A,A,A,C,A,A,25,A,C,G,K,B,C,B,E,A,F,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,6,6,6,7,7,7,6,5,5,6,5,6,6,5,5,5,5,6,5,5,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,27,F,2008,2013,4,0,1,555,555,555,555,58.3,34.4,14.3,64.5,75,75,75,54,70,50,66.2,65.2,71.7,55,60,100,C,B,A,D,B,C,A,D,D,B,A,A,C,D,C,B,C,D,D,A,A,A,A,A,25,A,A,C,A,A,B,D,E,E,F,5,5,6,6,6,6,6,6,6,5,5,4,5,4,6,6,6,6,6,1,6,3,5,6,7,1,1,6,5,4,5,6,6,5,4,5,5,6,6,6,3,3,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,36,F,2000,2012,4,0,1,555,555,555,555,59.7,49.9,42.9,60.5,72,60,75,49,65,45,63,60.9,75,85,60,80,.,.,.,.,.,.,.,.,.,A,D,A,C,A,C,D,A,F,E,A,A,A,A,A,25,A,A,C,E,A,B,C,E,B,A,4,4,3,5,5,5,6,6,5,5,4,5,5,5,6,5,6,6,4,6,3,3,4,4,5,2,7,5,4,5,3,6,3,1,4,8,1,2,2,6,5,2,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,2001,11605,1,2504009,25,2,25,F,2008,2011,4,0,1,555,555,555,555,56.7,41.2,28.6,60,49,65,45,71,75,70,61.8,60.9,66.7,70,80,50,D,C,C,B,B,C,B,D,D,C,A,A,E,B,B,C,A,F,C,A,A,B,A,A,25,A,A,B,A,A,C,B,E,B,F,6,5,5,5,6,6,5,5,5,5,5,5,5,6,4,5,5,5,5,4,4,4,5,4,5,4,4,6,5,4,4,5,4,4,4,4,4,5,4,5,4,4,Pedagogia (Licenciatura),382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
